CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,County
15630053,Tsao,480.4893751172575,France,Male,44,5,61077.71433368497,1,True,False,70074.4010356704,True,False,2,PLATINUM,603.3404382732966,Paris
15773469,Clark,540.5228961731653,Germany,Female,44,9,71201.22160488395,2,False,False,47044.35305124205,True,False,5,DIAMOND,632.3285604942417,Berlin
15780961,Cavenagh,544.314228737702,France,Female,35,1,110298.93107848702,2,True,False,53728.34643721847,True,False,1,PLATINUM,553.4860520378563,Lyon
15614049,Hu,452.7136602602001,France,Male,43,8,52439.77536423307,2,True,True,32957.67540704257,True,False,5,SILVER,612.6375216490833,Lyon
15662085,Read,459.0718422228449,France,Female,42,9,53569.942411757234,1,True,True,29047.927082702143,True,False,4,GOLD,614.7673524694728,Toulouse
15575185,Bushell,470.5065470671312,Spain,Male,36,5,50511.165775495945,1,False,True,61525.94894364591,True,False,3,SILVER,637.715688309998,Seville
15663706,Leonard,509.4897433073408,France,Female,36,2,83881.51935803327,1,True,False,31938.274649502768,True,True,5,SILVER,589.2877627067519,Lyon
15699461,Fiorentini,519.9259786257469,Spain,Male,39,10,34787.45234924089,1,False,True,80037.14511855468,True,False,1,GOLD,636.4400442848415,Seville
15604348,Allard,460.82450293504826,Spain,Male,36,8,37284.45376383618,2,False,False,85887.83993748421,True,False,4,SILVER,628.2958981455934,Valencia
15633059,Fanucci,537.044008995311,France,Male,40,9,80672.15223382087,2,False,False,39692.540067825714,True,False,1,PLATINUM,572.1543283523199,Lyon
15580146,Hung,481.09981256232095,France,Male,44,9,66911.5967780579,1,True,False,64395.111786133566,True,False,4,DIAMOND,568.0133409095675,Nice
15744689,T'ang,450.7438451481901,Germany,Male,46,9,78115.86092382617,1,True,False,44627.61277839116,True,True,3,DIAMOND,569.2546075428872,Hamburg
15661670,Chidozie,492.77252846828816,Germany,Female,41,8,78629.0737337078,1,True,False,40706.51237799683,True,True,1,SILVER,583.653173745698,Cologne
15610156,Ma,485.766475826201,France,Male,40,2,113262.70967940724,1,False,True,34880.34207258033,True,False,1,PLATINUM,666.8042865383602,Toulouse
15655007,Li,473.9155066886404,France,Female,42,7,113714.49482520117,2,False,False,41859.02035893784,True,False,4,PLATINUM,604.7671045564351,Toulouse
15658929,Taverner,472.08452821065305,Spain,Male,43,0,101229.55558235566,1,True,False,37889.7656525319,True,True,1,PLATINUM,595.086727281218,Bilbao
15613172,Sun,463.8445770409533,Germany,Male,42,5,53475.039457946375,2,True,False,59613.331986510166,True,True,2,SILVER,639.8419009060875,Hamburg
15716334,Rozier,550.8784321373389,Spain,Female,38,2,42419.389417174985,1,True,True,31812.38903966221,True,False,5,GOLD,516.7694282917291,Bilbao
15654506,Chang,540.6985605987462,France,Male,32,8,45434.693646266736,2,True,False,11473.747402551957,True,False,4,PLATINUM,553.4153241260777,Toulouse
15726931,Onwumelu,465.39234454438434,France,Female,35,8,65572.52719582198,2,False,False,73021.08243959835,True,True,4,GOLD,584.5348692848304,Lyon
15679200,Crawford,448.1603895373555,Spain,Male,42,9,67711.95697525745,2,True,False,74046.8282596445,True,False,1,DIAMOND,578.956646664051,Bilbao
15604482,Chiemezie,474.59848493166027,Spain,Male,42,2,79803.69736757636,1,True,True,42590.7469323316,True,False,2,DIAMOND,547.9607283416085,Madrid
15727868,Onuora,502.582420310732,France,Female,42,2,40610.676887514215,2,True,True,56596.98735381529,True,True,4,DIAMOND,591.2462646090312,Paris
15684181,Hackett,516.3075319600173,France,Male,36,5,85728.95713007473,1,True,False,51427.61453751773,True,True,3,GOLD,664.3583146552314,Lyon
15612087,Dike,466.6580087711872,France,Male,43,2,49631.31397337804,1,False,True,49234.31561824261,True,False,3,DIAMOND,636.7290147877379,Marseille
15680920,Marchesi,532.2074273131891,France,Male,42,7,64713.82241522037,1,True,False,44727.25270416574,True,False,3,DIAMOND,597.0721610774586,Toulouse
15659366,Shih,448.9565468225929,France,Male,37,1,85624.4153319373,2,True,False,51879.37851215697,True,True,4,DIAMOND,621.2404567847408,Toulouse
15704769,Smith,497.2581499223932,France,Female,39,5,63480.454482045214,2,False,True,51059.59929889368,True,False,5,SILVER,628.7018052868497,Lyon
15764866,Synnot,491.5777235178542,Germany,Female,48,3,66032.08776505919,3,True,False,73075.23542638645,True,True,4,DIAMOND,702.8625283179415,Frankfurt
15813844,Barnes,510.5119764277327,France,Male,33,8,72353.10580467155,2,False,True,52293.13452000877,True,False,1,DIAMOND,696.1805820448304,Marseille
15772423,Liao,517.8133818782102,Germany,Male,44,8,91494.41573868127,1,True,False,56353.42457419514,True,True,2,DIAMOND,571.3983169386277,Berlin
15628112,Hughes,456.7948660166432,Germany,Female,41,5,106165.6391471924,1,False,False,63318.9135345312,True,False,5,PLATINUM,619.7070317747975,Frankfurt
15753754,Morrison,476.3298944588627,Spain,Female,37,1,54768.689252168406,2,True,True,44637.92688159729,True,False,4,DIAMOND,570.2734524955913,Madrid
15694717,Ku,521.4483295687709,Germany,Male,44,2,52757.40568026796,1,True,True,46065.00253616385,True,False,4,DIAMOND,478.1201915508231,Hamburg
15765297,Yao,531.638455479523,Spain,Male,40,0,63605.21234014347,2,False,True,66986.42726074933,True,False,4,GOLD,566.094269660788,Seville
15813163,Ch'iu,526.3170207502254,Spain,Female,43,9,85156.9365901292,1,True,False,13117.210449231236,True,False,1,PLATINUM,594.4509935028689,Valencia
15683562,Allen,430.6548754614543,France,Male,39,6,116744.18098289384,1,False,True,45279.20227017216,True,False,3,SILVER,565.2472638329575,Paris
15699389,Ch'ien,488.11632570897103,France,Male,40,7,73303.1614913676,1,True,True,74180.53095931406,True,False,3,DIAMOND,578.8852415485053,Toulouse
15708608,Wallwork,540.1486981921684,France,Female,37,8,38894.66080332145,2,False,True,50594.73976888791,True,False,3,PLATINUM,620.3846505394514,Nice
15573112,Kang,517.0990995510589,Spain,Male,44,5,68851.60034186445,1,True,False,68581.92957186031,True,False,2,SILVER,627.0029412637405,Barcelona
15607098,Ahmed,526.8988225010501,Spain,Female,34,5,77556.45626818563,2,True,False,42361.157957621086,True,False,1,DIAMOND,626.6816432834341,Madrid
15655774,Booth,553.2765355392656,France,Male,37,7,65864.25036230852,2,True,False,51255.74570536345,True,False,1,PLATINUM,667.4321507230381,Nice
15774510,Tien,494.36974533198895,France,Female,43,4,33402.22968866486,1,True,True,5941.587575789839,True,False,3,PLATINUM,628.3785385601752,Paris
15684173,Chang,503.6352224676487,Spain,Female,31,7,67158.37249711454,3,True,False,51283.06147573128,True,True,2,SILVER,581.9583712452876,Bilbao
15650068,Johnson,520.3792393830709,France,Male,34,0,81230.53468401794,1,True,True,53782.10745747958,True,False,1,GOLD,523.122801051837,Lyon
15682541,Hartley,481.197510632961,Spain,Female,38,6,65284.57972601023,1,False,False,20116.01675810612,True,False,2,SILVER,655.84918498177,Madrid
15624188,Chiu,509.0465636519098,France,Female,37,6,103382.9173650425,2,True,True,62367.06255602528,True,False,5,GOLD,591.7533969199992,Paris
15812191,Brennan,446.7147684377253,France,Male,46,4,53569.19338405914,1,False,False,45208.52989858166,True,False,4,SILVER,654.5158718376156,Toulouse
15666252,Ritchie,541.8547520702815,Spain,Male,36,9,87584.24306696848,2,True,True,68002.6681477366,True,False,4,PLATINUM,678.6033597694977,Seville
15694408,Lung,487.9431621708397,France,Male,40,1,105373.131249471,1,True,False,41709.67091854372,True,True,1,SILVER,621.3490893817292,Nice
15585215,Yuan,484.31370787020654,France,Female,47,4,54152.48027319174,2,False,False,52571.73019439066,True,False,3,PLATINUM,577.9316300583209,Nice
15736008,Hunter,499.2650897459792,France,Female,35,9,52037.6481889232,1,True,False,60019.609247567874,True,True,1,SILVER,631.3091013646217,Lyon
15669064,Mazzanti,448.3038520977082,Germany,Male,40,1,96804.3374178932,1,True,True,58161.76972465609,True,False,5,PLATINUM,703.4922776737967,Frankfurt
15598493,Beach,489.2713082242949,France,Male,35,7,40472.31597802203,2,False,True,42907.01157739756,True,False,1,GOLD,599.6363992743401,Lyon
15601274,Hsieh,463.2559861420208,Spain,Female,41,1,50155.67247397996,1,True,False,53296.72088716963,True,False,3,DIAMOND,529.9460445259162,Valencia
15807923,Young,501.98229556058345,Germany,Female,38,10,90868.85747663786,1,True,False,24166.27450992056,True,True,5,DIAMOND,700.0638258636723,Munich
15745844,Kerr,477.7766911232794,Germany,Female,42,6,90908.1803169507,2,False,True,55860.84579692536,True,True,4,GOLD,570.5594019453183,Frankfurt
15739438,Reed,492.773033504339,France,Male,38,0,28527.54736841024,2,True,False,55122.3934188526,True,False,4,DIAMOND,531.904506324613,Lyon
15677371,Ko,503.1498352353776,Spain,Female,35,2,105280.83926630137,1,True,False,49033.66742795891,True,False,2,DIAMOND,595.8266561870598,Madrid
15591509,Milano,540.8373903650773,France,Male,48,7,54645.19531649331,2,True,False,55527.21447538923,True,False,2,DIAMOND,500.5572353919784,Paris
15689294,Onyemaechi,462.7269669320908,Germany,Male,38,3,73152.27597468345,1,True,False,43480.62242002736,True,False,3,PLATINUM,492.18770541345873,Frankfurt
15717225,Ikemefuna,489.954845231742,France,Female,38,10,82184.11234869834,2,True,False,32592.137988551363,True,False,2,PLATINUM,646.0137462859986,Marseille
15785611,Onyeoruru,478.7829202536741,Germany,Male,42,3,83722.08282303422,1,True,True,43027.59674803417,True,False,3,SILVER,669.370205427467,Berlin
15781589,Carpenter,519.8902105198925,Spain,Male,32,8,98051.27430847815,2,False,True,48777.58152335643,True,False,5,SILVER,660.4393820557142,Barcelona
15745354,Franklin,478.922388535004,Spain,Female,39,4,64887.81511092467,2,True,False,52096.71890690992,True,False,4,SILVER,668.5318899748459,Valencia
15760431,Pino,488.40829119363366,France,Male,42,1,90169.03689578276,2,True,True,50004.29156567047,True,False,2,PLATINUM,538.2908858055532,Lyon
15659843,Li,514.7115577706488,France,Female,35,6,32161.99319866136,2,False,False,64705.24101988933,True,False,4,DIAMOND,575.127204074605,Toulouse
15615624,De Salis,546.691402046339,France,Female,36,6,73917.19355837653,2,False,False,71961.95933403171,True,False,1,DIAMOND,551.7328466107865,Marseille
15622834,Stevenson,541.3377990668413,France,Female,37,4,65725.2795947209,1,True,False,42247.00980678104,True,False,1,DIAMOND,630.0275938765666,Paris
15652883,Chung,486.3201305108926,Germany,Male,39,10,58814.03756048792,2,True,False,41438.45015710031,True,False,5,GOLD,583.0385045100788,Munich
15806964,Utz,405.2610943728379,France,Male,27,0,84947.43346246146,1,True,True,54558.75338003391,True,False,2,DIAMOND,501.3649724875896,Marseille
15576313,Wei,525.748447820249,Germany,Female,37,9,91187.73216677229,1,True,False,59669.78163625859,True,False,4,PLATINUM,630.37109955626,Berlin
15597602,Nwachinemelu,474.865258937652,Germany,Male,36,3,58758.007489506745,1,True,True,61363.85401461317,True,True,5,PLATINUM,682.2782490875077,Munich
15743040,Kuznetsova,505.13779895628863,Germany,Male,40,2,80842.16172068563,2,False,True,33613.72978617398,True,False,4,DIAMOND,619.5144604821714,Frankfurt
15581197,Ricci,515.05087027655,France,Female,38,3,77705.04487921795,1,False,True,55898.81288711252,True,False,5,SILVER,611.3495459846765,Paris
15782735,Chukwuemeka,499.63885379307897,France,Female,31,3,58421.02864504728,1,False,False,69209.89609723714,True,False,5,SILVER,634.6398265230464,Marseille
15718443,Chibuzo,576.4237280192356,France,Male,38,3,98287.71247702844,2,True,False,53281.73619555106,True,False,1,SILVER,572.6421480491898,Marseille
15663252,Olisanugo,460.6205448756044,Spain,Female,40,9,74937.9620634686,2,True,True,25362.49009967534,True,False,4,DIAMOND,525.350208368534,Valencia
15633283,Padovano,539.1550715079093,France,Male,39,8,86254.77115165914,2,True,False,48852.77595171452,True,False,2,GOLD,671.1359007831345,Marseille
15681705,Fanucci,459.720644056688,France,Male,35,8,56473.67642274281,2,True,False,46994.04509497952,True,False,2,SILVER,584.0208869618804,Toulouse
15676519,George,516.4181207809496,Spain,Male,44,9,71636.20505951147,2,True,False,78958.02419447331,True,True,4,DIAMOND,656.4324054408582,Seville
15637954,Lewis,425.1925568427219,France,Female,37,0,107300.1316800896,1,True,True,55056.14426990752,True,False,4,GOLD,609.3814312117815,Nice
15805565,Obiuto,588.1727699121203,Germany,Male,39,7,55801.37169126775,1,True,False,38817.951328092415,True,False,1,DIAMOND,617.7493580839171,Berlin
15794142,Ferreira,472.7841830600024,Germany,Female,35,5,67026.384444884,3,False,True,55035.5878839111,True,True,3,GOLD,586.9231945922082,Cologne
15720187,Han,515.0829048905603,Germany,Female,36,7,84588.36151745744,2,True,False,33115.11063908609,True,False,4,SILVER,558.4856770622899,Frankfurt
15595440,Kryukova,534.4911167847757,France,Male,47,7,76392.94786894051,2,True,True,53596.03225090932,True,False,3,GOLD,613.0573143737246,Toulouse
15670080,Mackenzie,478.5813388653192,Germany,Female,41,7,102381.28131951438,1,False,True,44718.38927771922,True,False,2,DIAMOND,550.3950262944522,Munich
15665678,Tan,503.36628045591135,Spain,Male,42,8,72736.12522498645,1,True,True,49721.47496929035,True,False,5,GOLD,566.1077792479618,Madrid
15689614,Teng,429.9346585135671,Spain,Female,38,1,77208.01617130726,1,True,True,70718.74044948598,True,False,1,PLATINUM,568.8503067893566,Valencia
15761986,Obialo,487.33890245905445,Spain,Female,39,3,54055.339724880025,1,True,False,49981.78032906263,True,False,4,DIAMOND,662.0119183617917,Madrid
15803689,Begum,481.0912739333608,Germany,Female,37,1,74785.5049335999,2,False,False,34126.44572313481,True,True,3,SILVER,601.902579096322,Hamburg
15718057,Onyinyechukwuka,486.54565893982897,France,Female,43,2,78375.41351653646,1,False,False,47640.6728778268,True,True,4,DIAMOND,597.6598757224151,Toulouse
15614782,Hao,562.683514382,France,Male,37,1,89939.62814124429,1,True,False,43533.740779693646,True,False,1,PLATINUM,649.2747480399066,Paris
15603925,Greco,478.0381748197137,Spain,Female,37,4,56345.13247982023,2,False,True,48356.97050719648,True,False,2,PLATINUM,634.7114509074316,Valencia
15682585,Guerra,492.2005788870397,France,Male,35,9,77039.50930332595,1,True,False,44049.38094957101,True,False,5,DIAMOND,542.2785233403208,Paris
15773456,Lazareva,478.77793388745874,Germany,Male,39,3,34994.28470645511,2,False,True,74395.19387333834,True,False,1,SILVER,580.6104132825167,Cologne
15626900,Kung,524.0053586010499,France,Male,37,1,103339.04193074304,1,True,True,44767.83594264123,True,False,5,GOLD,617.6577437582941,Marseille
15724282,Tsao,554.6633332323238,Germany,Male,43,3,90328.42130548206,2,True,True,41520.891152355245,True,False,5,SILVER,624.5681319178783,Cologne
15711889,Mao,573.1611182997498,France,Male,37,3,57342.568055192016,1,True,False,42514.67766964362,True,False,1,DIAMOND,628.9470309561891,Lyon
15664610,Campbell,520.4680538630694,Germany,Male,37,4,34340.85009808321,1,True,True,63304.649709440375,True,True,5,DIAMOND,590.2733629111548,Hamburg
15568595,Fleming,471.21953764377537,France,Male,36,9,102350.77122572847,1,True,True,36742.86690220735,True,False,3,GOLD,672.5690380397787,Toulouse
15699637,Anenechi,465.2008916439443,Spain,Male,38,8,65534.65679288039,1,True,True,64977.301305841655,True,False,2,SILVER,619.8315103805637,Barcelona
15788659,Howells,502.236319833217,France,Male,41,4,74788.5514852601,2,True,True,60129.72255711742,True,False,2,PLATINUM,655.2535833139923,Nice
15645772,Onwumelu,507.3524355993293,France,Male,43,9,59857.5120298097,2,True,True,52013.74135286544,True,False,2,DIAMOND,605.4001079696568,Lyon
15721024,Wickens,558.0509389496091,France,Male,36,0,103475.69373194728,1,False,False,47437.29306749313,True,False,5,SILVER,626.6148954455259,Toulouse
15745621,Wertheim,560.0466386396391,Spain,Female,38,6,73649.61941985987,2,True,True,68567.61420379527,True,False,2,PLATINUM,593.1320725128844,Seville
15810978,Pugliesi,493.0070623908802,Spain,Female,40,1,82424.91991081047,2,True,True,51658.27567946489,True,False,3,DIAMOND,578.9260865088575,Madrid
15681068,Chinagorom,546.8790436619375,France,Female,39,2,98223.03818701715,1,True,True,20833.00899307797,True,False,2,DIAMOND,572.4474472467036,Paris
15748625,Napolitano,521.4756525207805,France,Male,38,6,65899.78466625826,2,True,True,47476.67709472981,True,False,5,SILVER,622.2230153301617,Toulouse
15669516,Steele,539.4259600652937,Spain,Male,43,2,111395.02923862624,2,True,True,27089.4700928237,True,False,5,DIAMOND,652.0221971277126,Barcelona
15773809,Campbell,520.2643355382249,France,Male,45,4,30022.08881682826,2,True,False,43146.25189219365,True,False,5,GOLD,521.8989728276448,Toulouse
15637414,Gell,517.2504068447897,France,Female,32,7,54963.01710189167,1,False,True,68171.89013946589,True,False,2,DIAMOND,637.2464952092371,Toulouse
15696231,Chiwetelu,538.0723471538831,France,Male,39,7,76175.16571355784,1,True,True,44464.73720434028,True,False,2,PLATINUM,565.6218386373844,Lyon
15641675,Kirillova,454.0153659270524,France,Female,40,2,77020.42032181384,3,False,False,60160.71013550839,True,True,1,PLATINUM,646.2236968585165,Toulouse
15815364,Ashley,516.1521043170849,Spain,Female,44,2,62460.3161887608,2,True,True,43775.76004430861,True,False,3,PLATINUM,639.4905153007713,Bilbao
15625944,Buccho,503.68047394931887,France,Male,37,5,79912.88295451584,1,True,True,49072.177465139386,True,False,1,DIAMOND,579.6313800154388,Toulouse
15583212,Chidozie,437.34293640977376,France,Female,35,5,52323.00252124578,1,True,False,49609.240548032016,True,False,3,GOLD,561.9177096854744,Nice
15637876,Burns,476.81286673429474,Germany,Female,44,6,66362.24388279881,1,False,False,49817.43736975288,True,True,5,PLATINUM,588.8925015500532,Munich
15685329,McKenzie,535.0252417128846,France,Female,36,1,86469.82304616304,1,False,True,57054.49728017811,True,True,2,PLATINUM,603.7448679775506,Lyon
15797227,Otutodilinna,479.9485872332699,France,Male,40,8,109122.01046710194,2,True,True,57856.12475712605,True,False,4,DIAMOND,575.5830444418459,Nice
15605284,Outtrim,499.2019423042113,France,Male,41,1,109956.15862824008,2,True,True,38476.10279130531,True,False,2,PLATINUM,597.3079524442168,Marseille
15681554,Alley,547.6560182095258,Germany,Female,45,7,83734.1051228405,2,True,True,56627.63039178243,True,False,3,DIAMOND,579.8355902410059,Munich
15613319,Rice,465.1931694551489,France,Female,35,0,59823.159471839725,1,False,False,41790.42711001132,True,False,4,GOLD,642.1793672934314,Marseille
15591969,Kuo,427.315177646018,Spain,Male,32,9,47108.066063953534,1,True,True,62749.751589110965,True,False,5,GOLD,623.4991136498821,Barcelona
15757811,Lloyd,564.9719223707016,Spain,Female,47,9,44859.577622608456,1,False,True,19431.3220954985,True,True,5,PLATINUM,730.9488779786523,Barcelona
15603830,Palmer,388.58916113014993,Spain,Male,39,4,39273.24734666309,2,True,False,51261.74756575327,True,False,1,GOLD,557.5603362616245,Madrid
15660602,Ch'eng,463.3729490660117,Germany,Male,35,8,60894.70813799308,2,True,True,26678.39975652105,True,False,4,GOLD,619.3476021142553,Frankfurt
15695846,Hawkins,523.1939947577032,France,Female,39,6,67811.5860821421,2,True,True,33140.19609033606,True,False,3,SILVER,607.1712983137854,Lyon
15797964,Cameron,468.52502626436967,Germany,Female,41,1,103103.86447489148,1,True,True,44213.74541945013,True,False,4,GOLD,662.8270949508947,Cologne
15575883,Manna,487.2638607264,France,Male,44,2,65633.44792335632,2,True,False,29644.484838602457,True,False,4,PLATINUM,673.6058521811656,Marseille
15727915,Artemiev,621.6951062686009,France,Male,42,4,72859.72223899675,1,False,False,44556.92846436415,True,False,1,DIAMOND,643.1298118609335,Nice
15599433,Fanucci,457.5852705823206,Germany,Male,35,8,91182.64790567746,1,False,True,79069.09339283744,True,False,5,PLATINUM,611.3483555814653,Frankfurt
15608968,Averyanov,468.462694600641,Germany,Male,35,6,84125.9387913871,2,False,False,60202.38467501471,True,False,4,GOLD,569.539220154364,Munich
15586959,Unaipon,535.587983231026,France,Female,39,5,58589.62295447517,2,True,False,44532.48726229581,True,False,3,GOLD,521.2810183067164,Paris
15725811,Lim,518.21250629548,France,Male,45,0,63845.9770621679,1,False,True,63886.701653715296,True,False,4,DIAMOND,656.1594563891608,Lyon
15572265,Wu,502.403958821374,Germany,Male,47,1,76566.19874184577,2,True,False,55561.43262371324,True,False,2,PLATINUM,590.6191504940696,Hamburg
15794048,Wan,496.754784146262,Germany,Female,41,1,105239.3817562946,2,False,False,24935.895548760047,True,True,5,GOLD,639.4584652902076,Frankfurt
15809100,Nucci,447.6643503343415,France,Female,43,2,63181.08293200013,1,True,False,38195.81149943777,True,True,2,GOLD,674.1503902696502,Lyon
15686983,Rohu,498.9498237396532,Germany,Female,43,10,62238.76934027023,2,False,True,79309.07130478855,True,False,1,GOLD,541.5196922074292,Berlin
15808017,Cary,530.3564580386519,France,Male,42,1,72768.01619423972,2,True,True,29619.258719727462,True,False,3,GOLD,553.5749861176959,Lyon
15799422,Evans,492.05254466247385,France,Female,37,8,55419.51277647378,1,True,True,57740.13569926023,True,False,1,DIAMOND,568.6275462303597,Toulouse
15794549,Andrews,498.6265229477986,France,Female,40,2,63029.72852102254,2,True,True,51743.26354539415,True,False,1,GOLD,587.8188523556861,Nice
15674840,Chiazagomekpere,572.8956023152341,France,Female,43,5,94417.86324780656,2,False,True,32404.15034715183,True,False,1,GOLD,489.0376417713294,Lyon
15653762,Chidiebele,502.20832493460415,France,Female,45,9,64334.06944087786,1,False,False,46709.837988818,True,False,5,SILVER,723.1828012210823,Marseille
15591711,Sleeman,530.7231985713851,Spain,Male,33,0,108796.92440298268,1,True,False,49471.05792969833,True,False,3,PLATINUM,574.2442198832006,Seville
15625021,Hung,521.6690538712367,France,Male,49,2,67849.67060042104,2,True,True,63727.58084877134,True,False,4,SILVER,639.3214072294583,Marseille
15702968,Artemieva,528.3667973259721,Germany,Male,41,3,66935.64361523121,1,True,True,44929.5569701061,True,False,1,GOLD,598.1093430486718,Cologne
15733119,Mistry,492.2049303581901,France,Male,40,8,70047.9170367119,2,True,False,53368.98294971803,True,False,5,PLATINUM,519.6334435569779,Paris
15786014,Ku,486.3579854962472,France,Male,39,5,66033.83555574853,2,True,False,46956.25891007794,True,False,5,GOLD,578.8979946959108,Lyon
15794580,Ch'en,512.5572412311114,France,Male,41,4,48043.85543482581,1,False,False,73670.77090999426,True,True,2,GOLD,516.5226962973169,Nice
15675964,Chukwukadibia,450.24061694506406,France,Female,42,9,95273.55550635624,1,True,True,46739.85806192471,True,True,1,PLATINUM,555.3955493373321,Nice
15724848,Oluchukwu,510.57133362340335,France,Female,41,1,46151.76669348392,1,True,False,67796.83662003135,True,True,5,DIAMOND,565.8629924412714,Marseille
15693814,Niu,455.6072185719892,Spain,Male,42,7,40104.08719725323,2,True,False,62207.100632982525,True,False,4,PLATINUM,600.6215506066561,Madrid
15733114,Hay,493.06937608009713,Spain,Male,39,9,73099.69759877445,2,True,False,34682.548389545474,True,False,2,DIAMOND,639.5306919302033,Madrid
15743411,Chiawuotu,473.7571256341344,Spain,Male,38,1,61834.01826299276,1,True,False,32353.630338604304,True,True,5,PLATINUM,665.9761325506132,Valencia
15753337,Yeates,527.7879540594541,France,Male,49,5,47346.08170977208,3,True,False,34548.21742607099,True,True,1,PLATINUM,579.6919665711576,Toulouse
15636731,Ts'ai,522.9889316797096,Germany,Female,36,1,62172.10916010212,2,True,True,45787.859179737614,True,False,3,PLATINUM,608.139617533045,Berlin
15590876,Knupp,393.7471978487623,France,Female,40,7,26052.103305233453,1,False,False,44092.72484694184,True,False,2,SILVER,535.6331552307917,Toulouse
15700476,Azubuike,486.4593273830394,Germany,Male,44,9,82214.99948305063,2,True,True,47933.91872210132,True,False,1,GOLD,636.9227746741979,Cologne
15613630,Tang,536.2532615878125,France,Male,43,8,44722.51761716917,1,True,True,75983.53672182487,True,True,4,SILVER,682.6779379738173,Marseille
15599289,Yeh,513.3416004738446,France,Female,39,10,92682.9558904263,1,True,False,59597.09465386204,True,False,1,GOLD,620.2375061319865,Paris
15676521,Y?an,534.4849602062505,France,Female,38,8,116385.15865473848,2,False,False,66096.4816192194,True,False,4,SILVER,615.2477883313069,Nice
15804586,Lin,473.8989103934259,France,Female,36,6,62342.99801842864,1,True,False,56700.63407399584,True,True,2,PLATINUM,607.9755252508519,Paris
15745324,Milani,543.4881623514945,Spain,Female,41,4,87721.22926554222,1,True,False,41810.40442424411,True,True,3,PLATINUM,612.8331164438773,Madrid
15620981,Wickham,546.113168835783,France,Female,35,3,81057.45469800477,1,False,False,50700.345975348966,True,True,3,DIAMOND,628.9374173998351,Marseille
15619529,Ndukaku,492.138790166352,Spain,Male,35,8,31081.21720223444,1,False,False,56669.90003834515,True,False,5,SILVER,564.8149523132361,Valencia
15686164,Maclean,503.1818076022292,Germany,Female,48,1,69114.90282695572,1,True,True,65879.27873687314,True,False,2,DIAMOND,576.9705876721043,Cologne
15582797,Ch'iu,537.5876922450186,Spain,Male,37,4,96827.12721906327,1,True,False,54191.778025021325,True,False,1,PLATINUM,667.8917241331261,Madrid
15753831,Cox,501.9411466948227,Spain,Male,40,7,52970.31950312235,1,True,True,40267.556695217456,True,False,2,PLATINUM,588.9580474411515,Madrid
15580956,McNess,520.4572891675376,Germany,Female,32,4,100603.56917192214,1,True,True,66445.68394424114,True,True,5,PLATINUM,627.6960319506089,Hamburg
15756475,Kenniff,435.7117647910053,Germany,Male,37,9,130726.96173141306,2,True,True,31390.968779734383,True,False,3,PLATINUM,590.7714458001345,Cologne
15664521,David,526.1651285792096,Spain,Male,45,7,78835.67905364858,2,True,True,50270.33442043697,True,False,5,SILVER,695.16474146042,Seville
15681206,Hsing,478.6931141155032,France,Female,39,3,81310.14855255524,1,True,False,60941.98900880116,True,True,1,SILVER,572.1991554846207,Lyon
