RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
6649,16682177,Colombo,671.6697593615671,Portugal,Female,57,5,-6334.362891743202,1,True,True,185478.69675386694,False,False,1,DIAMOND,849.7625367407802
4987,16598982,Russell,525.9258900304961,Portugal,Female,42,0,111327.71022392387,1,True,True,77586.06560803739,True,True,4,DIAMOND,684.1724180140242
1819,16591492,Ebelegbulam,735.646115022317,Portugal,Female,43,1,120400.67296858151,0,True,False,142158.05789990176,True,True,1,GOLD,314.2952816681006
9893,16595078,Wei,641.6968770443945,Portugal,Male,36,1,-2130.8637065268053,1,False,False,130816.99589428704,False,False,3,SILVER,556.8880704799461
4418,16587533,Alexeeva,475.0224677800313,Portugal,Male,33,5,85.87667975211957,0,False,False,33085.37009298993,False,False,5,PLATINUM,556.8480387105931
4517,16717323,Warren,675.4666734526232,Portugal,Female,36,1,83439.95547340439,2,False,False,42116.026720973845,False,False,4,SILVER,530.710449461307
973,16631521,Pai,636.2040093846451,Portugal,Male,38,5,128951.77547922067,1,True,True,148183.27613967255,False,False,4,GOLD,583.6600323583834
2896,16604698,Hsiung,600.0257004873636,Portugal,Male,32,7,82743.7290101267,0,False,True,56672.297826173264,False,False,0,SILVER,233.62152420194244
1628,16768430,Baird,579.4222250911847,Portugal,Female,34,1,135327.21134360615,2,True,False,49085.43262949083,False,False,1,PLATINUM,652.2495059086068
609,16630336,Loyau,707.5953112298064,Portugal,Male,45,2,126562.33595120412,0,True,True,56632.01906978275,False,False,3,SILVER,469.9410279222191
3547,16591710,Mackay,590.1084488125075,Portugal,Female,35,1,101986.39060615738,1,False,True,162476.26050351947,False,False,3,DIAMOND,758.6974030052875
935,16723889,Edgar,437.68211221941334,Portugal,Male,63,0,63961.75022449987,0,True,True,77812.41124948069,True,True,5,PLATINUM,565.4268230998772
179,16679616,George,631.7302908522516,Portugal,Male,59,8,-8164.624934548584,1,True,False,143988.07285416493,True,True,3,DIAMOND,693.5489716073964
8255,16576709,Su,845.9832914945307,Portugal,Female,36,5,141406.97297508526,1,True,False,21170.761729155463,True,True,2,PLATINUM,731.8684660111522
7849,16760559,Chukwujamuike,758.6219432819554,Portugal,Female,28,6,149140.8715661214,1,False,True,43709.313064390415,False,False,3,GOLD,663.8158850351417
2826,16805055,Pan,555.3938423513254,Portugal,Female,42,8,142150.96669538028,0,True,False,28260.708827294744,True,True,1,PLATINUM,831.5252386448155
1215,16682674,Ts'ui,426.61541678536196,Portugal,Female,59,8,128637.47463512604,2,True,False,67740.63361670559,True,True,1,PLATINUM,692.7208429019806
7797,16629051,Parkin,561.6936972425667,Portugal,Female,35,7,75407.32274774987,2,False,True,51334.83768951792,False,False,0,SILVER,988.019601913202
726,16735961,Lettiere,631.0512876355958,Portugal,Female,46,7,81.49149635599382,1,True,False,82974.44427513021,False,False,0,GOLD,399.06410364773456
7818,16613838,Onio,694.333825032853,Portugal,Male,23,1,105731.82160577286,0,False,True,179759.89733776174,False,False,5,DIAMOND,487.127997390971
3778,16718255,McDonald,591.3749516949931,Portugal,Female,21,2,-1454.263727506378,2,False,True,52643.87701006155,False,False,1,SILVER,452.22279502798904
3764,16605465,Colombo,630.2637761261067,Portugal,Female,38,0,130212.05878365449,2,True,True,98543.50807933226,False,False,0,GOLD,539.6884980272346
7133,16788359,Small,855.8851487484294,Portugal,Male,43,8,-4044.9223768165543,1,True,True,187187.71756221927,False,False,0,GOLD,820.7237700420379
7540,16632035,Muravyova,577.1464920155547,Portugal,Male,45,8,-301.59027911269817,2,False,False,65825.67500243176,False,False,0,DIAMOND,518.2800996147192
5618,16645221,Day,552.5624977099171,Portugal,Male,41,4,89820.12601131873,3,True,True,121921.28708270336,True,True,3,SILVER,941.326802973067
5664,16706101,P'an,623.1317918637437,Portugal,Male,37,0,128763.63272480734,2,False,True,168208.84793423928,False,False,5,DIAMOND,284.06942938901545
2646,16571490,Short,464.7659069228608,Portugal,Female,33,5,121921.9486405139,0,False,True,148594.3321468473,False,False,4,PLATINUM,285.46918293896084
942,16584682,Le Grand,830.6296806311342,Portugal,Male,38,4,147006.53730522425,1,True,True,27557.19954664346,False,False,5,DIAMOND,669.2714553563887
9533,16772284,Akhtar,639.1481871273825,Portugal,Male,32,9,119217.53834384377,0,True,True,33615.58977514322,False,False,3,GOLD,532.0867264952105
904,16571503,Glassman,623.311474732278,Portugal,Female,41,8,6658.322972807718,1,False,False,90332.56867275991,False,False,2,DIAMOND,833.1347222078616
224,16761152,Ku,532.3778247001144,Portugal,Male,37,2,5582.000900515013,1,True,True,188866.66117329747,False,False,2,GOLD,527.2440348992867
3742,16756690,Yeh,755.9046847954098,Portugal,Female,37,5,9416.397085904311,1,True,True,132458.95498780732,True,True,1,GOLD,325.72865015332854
8458,16809713,Doherty,724.3496087318512,Portugal,Female,40,5,89295.83795344151,2,False,True,138633.77111203346,False,False,3,PLATINUM,939.3236442288544
7768,16729396,Hobler,627.5973894471813,Portugal,Male,39,9,7236.295105893903,1,True,False,92874.96847464157,False,False,1,SILVER,371.47559006776265
7494,16780071,Fang,697.6687082629929,Portugal,Male,33,5,91058.76393426143,0,True,False,66806.39652208342,False,False,3,PLATINUM,198.01918982006939
84,16749165,Martin,723.0878540094493,Portugal,Male,43,9,118721.82066229802,2,True,False,62407.75813071294,True,True,4,DIAMOND,880.6507599526993
3465,16584616,Cremonesi,707.1215035940489,Portugal,Male,36,3,-11764.476355506338,1,True,False,14901.816333152234,False,False,2,GOLD,654.0712379623108
7633,16645629,Barrett,651.0357161692881,Portugal,Female,48,5,7427.9501431277495,0,False,False,167568.87256857328,True,True,3,SILVER,1014.4399867768836
4268,16641307,Labrador,658.1870406490438,Portugal,Female,31,1,1151.5753865007691,2,True,True,36887.08741812307,False,False,2,DIAMOND,306.04410909719576
7980,16726513,Okwuoma,587.3613686883309,Portugal,Male,35,4,67612.57233965083,1,True,False,175722.87612474698,True,True,1,DIAMOND,917.9841054808543
4589,16812531,Onyemauchechukwu,573.5592691175301,Portugal,Male,73,5,88442.82089088674,0,True,True,32251.318790122332,False,False,4,GOLD,362.2174413302669
5382,16655534,Nicolay,611.942984646558,Portugal,Female,40,3,-2571.457357114693,2,True,False,23374.704643211313,False,False,2,PLATINUM,969.2190411760218
8525,16677339,Piccio,556.8759097049494,Portugal,Male,34,1,160677.46013849552,2,True,False,41902.833504633796,False,False,1,GOLD,258.3097274034646
5104,16753397,Russell,612.6029112197684,Portugal,Male,16,4,11442.344764975744,1,True,False,160499.36427897462,False,False,2,DIAMOND,574.2577763246197
376,16671492,Reppert,664.2401107914509,Portugal,Female,23,0,106867.88860351329,0,False,True,110678.31552784434,False,False,2,PLATINUM,878.0917350152175
3030,16679094,Teng,682.3755146510399,Portugal,Male,41,6,-7505.535318074141,2,False,False,16601.145969987923,False,False,2,PLATINUM,698.0866423632543
10381,16691801,P'eng,762.1396504468844,Portugal,Male,40,8,98980.33892634019,2,True,False,191194.25715122235,True,False,1,GOLD,334.44924315396497
7936,16677179,Moore,607.7983569737835,Portugal,Female,27,3,75187.27456326914,1,True,True,33135.3578386212,False,False,2,SILVER,922.9339066865771
524,16817528,Hsia,552.1834724110946,Portugal,Male,35,3,7523.510687820188,1,True,True,146766.89373248813,False,False,1,GOLD,364.4273375479084
7594,16618865,Kazakova,758.2507766176772,Portugal,Male,36,5,109681.61740061414,1,True,True,41644.266182401036,False,False,4,GOLD,948.8188888503953
1589,16694457,Tuan,814.2766369613787,Portugal,Female,27,3,82239.35723818582,1,False,True,106322.01268691164,False,False,2,GOLD,799.3005266902996
8072,16730892,Olisanugo,621.402887424405,Portugal,Male,36,3,175101.51684670144,1,False,True,9015.925131745993,False,False,3,DIAMOND,522.0745316952977
2231,16639134,Lloyd,491.6019355071314,Portugal,Male,36,8,3239.5063764905144,2,True,False,182722.10586386034,False,False,0,PLATINUM,482.08399319526694
8432,16811693,Jenks,781.2688464144613,Portugal,Male,35,9,2219.082404798144,2,True,False,167413.20781755145,False,False,0,SILVER,864.8283545792625
7507,16766639,Hardy,725.5844371893493,Portugal,Female,30,0,116401.03825616556,0,True,False,27238.148614733844,False,False,4,PLATINUM,950.3861551620087
8294,16684097,Birch,635.9013174302013,Portugal,Male,34,5,139755.4437271915,0,True,False,103966.90015400526,False,False,5,DIAMOND,758.7316493122646
6672,16585852,North,709.0937020506274,Portugal,Male,40,3,78589.97647919742,1,True,True,15930.583152829131,False,False,4,SILVER,452.2044206801968
4029,16684103,Stiles,649.2491262235898,Portugal,Male,47,0,198.184752953132,1,True,True,189187.2794778321,False,False,5,SILVER,411.77484574221455
9293,16720943,Reed,578.3173293311551,Portugal,Female,27,0,150161.10953583926,1,True,False,105855.59380626096,False,False,0,SILVER,268.5800867002173
6855,16654060,Tien,610.4447538466003,Portugal,Male,32,3,105944.36384992718,1,True,True,115862.96117451049,False,False,3,PLATINUM,922.0754291339308
572,16568794,Kang,608.0405798376062,Portugal,Male,28,4,99283.61677930882,0,True,False,155522.39870961773,False,False,2,SILVER,885.4935181587274
10233,16600037,Obijiaku,770.6515885890993,Portugal,Male,38,5,122.67094255050586,1,True,False,94117.7468661338,False,False,1,DIAMOND,292.63879074361813
991,16773285,Zhirov,628.6049405579171,Portugal,Male,33,8,-6731.7744207637925,0,True,False,67599.79113066808,False,False,2,GOLD,315.78389515111496
7025,16648297,Munro,602.8895372478456,Portugal,Male,45,7,70736.45074694634,1,True,True,128134.74630501283,True,True,4,GOLD,891.8539215136485
8277,16736274,Chizoba,779.6845020918728,Portugal,Male,38,9,107566.26449426242,1,True,True,17505.240888165463,False,False,4,GOLD,259.33663384602306
9528,16793414,Forbes,686.9005148257309,Portugal,Female,38,4,70510.26352086152,4,True,False,111881.15197789675,True,True,2,PLATINUM,623.4285617937227
5162,16736895,Sokolov,719.3823316917233,Portugal,Female,52,10,99184.81379480926,0,False,False,73610.96302116722,True,True,5,GOLD,354.16387631572144
2883,16711805,Marshall,662.0582984513486,Portugal,Female,35,0,124329.31589031641,1,True,True,54221.98515630444,False,False,4,SILVER,882.9649368712498
6159,16773402,Uvarov,625.2478769665504,Portugal,Female,47,0,-5705.198670876798,0,True,True,5105.380613194553,True,True,3,GOLD,362.7395676102377
4771,16640837,Amadi,576.9292165816237,Portugal,Female,34,8,155900.81264036588,1,False,False,171816.2228650127,False,False,0,PLATINUM,759.5483319968299
6509,16795605,Webb,614.8276011719144,Portugal,Male,33,0,-10413.287930385068,1,False,True,-6091.749171904559,False,False,1,GOLD,1014.6653460501797
222,16719006,Farrell,486.8171686322471,Portugal,Female,48,8,-10244.440569375198,2,True,True,107189.77666659208,False,False,5,SILVER,676.1920813647685
822,16610721,Baresi,675.417499216363,Portugal,Female,55,7,-143.51939372846897,2,False,True,95178.97628539987,False,False,3,SILVER,665.4078945079772
1366,16725054,Fisher,545.2755429437449,Portugal,Male,46,0,151212.33937883875,1,False,False,117572.2710029957,False,False,2,GOLD,272.2800363606707
1566,16667724,Holden,595.3912095481865,Portugal,Female,27,4,105638.86197372954,2,True,False,128297.51182389134,False,False,1,GOLD,469.41373266878713
190,16623711,Jude,762.5798422092917,Portugal,Male,41,4,108172.60378663501,1,False,True,127109.81324364292,False,False,3,GOLD,378.5065468074405
3435,16785519,Corbett,705.8434254694474,Portugal,Male,32,1,73455.0985879911,1,True,True,44103.458798094085,False,False,1,DIAMOND,980.4702415871585
3669,16629631,Yefremova,854.9795061609416,Portugal,Female,38,0,105039.96956389907,1,True,False,100056.76473443836,False,False,1,SILVER,538.1523343552063
1285,16746727,McElroy,647.7650662429697,Portugal,Male,32,6,129028.52120805858,1,True,True,117381.23097424231,False,False,1,PLATINUM,230.60607319796054
2043,16633609,Rosas,487.2395208547197,Portugal,Female,67,1,106091.55239853842,0,False,True,147872.5649921597,False,False,5,DIAMOND,566.4831283357722
4555,16610430,Ibeamaka,681.916359456047,Portugal,Male,36,6,103072.20317332773,2,True,False,186118.23936467434,False,False,0,PLATINUM,682.0471814252719
9515,16656749,Chidiebere,750.6823741426914,Portugal,Female,30,4,-5040.095019720799,1,True,False,150114.2365527827,False,False,5,PLATINUM,782.7992698873894
5375,16720755,Holbrook,683.1736678333783,Portugal,Male,31,0,96889.49447998774,1,True,False,24352.323284967977,False,False,3,DIAMOND,178.32173220909445
7779,16694442,Wilkins,566.1545039658379,Portugal,Female,29,5,101166.73724755974,0,True,True,124777.38206005242,False,False,5,DIAMOND,817.4216782446117
7434,16646493,Clark,678.2656469626733,Portugal,Male,34,5,-1700.028119160962,1,False,False,18833.39009459104,False,False,0,DIAMOND,768.9908549287799
3219,16638720,Dubinina,648.7133898613869,Portugal,Female,34,8,-3780.1843727254804,1,True,True,13983.450480933507,True,True,1,PLATINUM,611.3162048997245
2077,16571202,Mendes,788.0732505959688,Portugal,Male,32,5,154515.11707904073,0,True,True,35203.980615887966,False,False,1,PLATINUM,755.6731251540921
8970,16652830,Tomlinson,788.6333188994346,Portugal,Female,39,7,160489.68753382005,2,False,True,140093.78217745727,False,False,1,PLATINUM,918.5292816481763
5200,16692259,Brown,819.8011243468518,Portugal,Female,38,5,77428.02325615044,1,True,False,78298.50702760264,False,False,4,PLATINUM,515.8522688158158
821,16592301,Nwachinemelu,611.5364860922414,Portugal,Male,57,2,143587.75111802568,1,True,True,74573.97406286317,True,True,5,PLATINUM,367.28128755689863
5281,16647679,Boni,517.6005023017984,Portugal,Male,40,0,119440.05230502844,1,True,True,168100.27463339566,False,False,5,GOLD,319.8836752228547
5311,16804352,Watson,693.7047257384701,Portugal,Male,44,7,138858.58379796532,0,True,True,94629.12733550991,True,True,2,SILVER,628.0404542212716
2765,16703294,Gardener,671.597279287303,Portugal,Female,33,5,3808.1008333574755,1,True,True,78011.92079207918,False,False,5,DIAMOND,872.181715870276
349,16588890,Scott,459.519194799301,Portugal,Female,37,8,106129.49622981483,2,True,True,198558.56816877917,False,False,5,DIAMOND,351.08812224163967
2055,16645261,Fallaci,816.2847005128717,Portugal,Male,36,9,-1462.6322854612042,2,True,False,42662.570904234555,False,False,4,SILVER,529.7247587059655
676,16779222,McKenzie,589.4891302556765,Portugal,Male,47,5,5055.973446464061,1,True,False,72291.27725467346,False,False,1,GOLD,434.6765486362589
3648,16669821,Cheng,712.1677700192539,Portugal,Male,33,3,19390.684543052146,1,True,False,64637.14012466975,False,False,3,GOLD,751.4156793490403
9034,16653915,McIntyre,741.8840624481943,Portugal,Female,36,5,7307.162274759213,0,True,False,74652.93586478585,False,False,1,GOLD,943.0867001990587
2698,16772322,Vavilov,543.8078568396945,Portugal,Male,39,8,106640.20225624763,1,True,True,125599.4957273702,False,False,5,DIAMOND,231.11607648442964
9452,16794174,Vasilyeva,804.7721813110738,Portugal,Male,57,0,92426.1913955546,1,True,True,29635.030612204893,False,False,0,GOLD,746.0837034471105
5092,16739235,Padovesi,637.0353894984529,Portugal,Male,38,10,115161.14604571415,0,True,False,38051.68382021172,True,True,4,PLATINUM,488.2762694093624
2885,16702469,Windradyne,527.8518379219947,Portugal,Male,38,3,321.40193246783565,2,True,False,35983.847933010475,False,False,3,GOLD,318.23090985045076
1931,16675008,Wong,669.6113357645835,Portugal,Female,24,7,180587.29594414547,0,False,False,112584.72816246998,True,True,2,SILVER,939.5104106821657
931,16734409,Kincaid,519.067941803237,Portugal,Male,26,6,5634.243327043216,1,True,True,154202.2512485807,False,False,0,SILVER,312.31744753388017
8321,16566648,Kelly,616.8637552942636,Portugal,Female,25,8,169582.41442223283,0,False,True,108544.04696330248,False,False,2,DIAMOND,516.2662697586279
8196,16700536,Sinclair,507.59883521214635,Portugal,Female,41,5,-4661.050087578949,0,True,True,94568.12278537871,False,False,2,PLATINUM,935.2139795945963
4969,16708249,Panina,798.9118742852451,Portugal,Male,23,9,141774.53663673994,1,True,True,86145.99847938123,False,False,0,GOLD,448.5680090458959
6696,16644417,Sinclair,659.9256245363613,Portugal,Male,41,2,-772.0862271410601,2,True,True,110994.92023350309,False,False,4,DIAMOND,287.21229571877524
8562,16754966,Cunningham,711.8748491748611,Portugal,Male,36,9,51920.23449677288,2,True,False,44693.0901242769,False,False,3,PLATINUM,309.71549442236767
4449,16674880,Cheng,701.4136494937335,Portugal,Male,32,3,3603.8134802410386,1,True,False,65966.96557767807,False,False,3,GOLD,684.3349652594314
6599,16612225,Mackie,582.886614366483,Portugal,Male,63,3,140170.64696934444,1,True,False,76187.16738295383,True,True,1,DIAMOND,945.7753749533123
8948,16761197,Norton,846.7196767597904,Portugal,Male,39,7,-3657.4177654741347,2,True,True,43594.05724656234,False,False,3,DIAMOND,992.3158068219026
2957,16642595,Chiekwugo,774.9125213836711,Portugal,Male,50,9,159026.86674452445,1,True,False,44815.94129052295,False,False,3,PLATINUM,406.1144201608701
6558,16790290,Yeh,684.4994360719279,Portugal,Female,20,1,39374.164972023194,1,True,False,34925.13544762167,False,False,2,DIAMOND,474.6829172949278
876,16782803,Lattimore,645.8566571617872,Portugal,Male,25,8,169206.65177484226,1,True,False,96459.988849075,False,False,5,GOLD,934.7882636248642
3291,16569883,Ch'ien,773.378215021913,Portugal,Female,62,8,3522.968586328203,0,True,True,164325.67206575404,False,False,2,SILVER,723.6790061104259
7790,16774271,Cherkasova,696.3988994382418,Portugal,Female,36,2,-2004.739992420763,1,True,True,13735.757049164338,False,False,4,SILVER,745.5187568341287
390,16735568,Ugoji,742.9522059241958,Portugal,Male,45,2,123385.16888467703,0,True,True,108961.46194904084,False,False,3,DIAMOND,795.6926561213451
9595,16656983,Beede,411.79718496282857,Portugal,Male,35,6,-7494.668220305031,1,True,True,91912.46934776893,False,False,3,DIAMOND,549.9203318790966
1717,16592563,Johnstone,652.1204530047256,Portugal,Male,32,6,128246.82252952557,0,True,False,173021.4226360975,False,False,4,DIAMOND,698.5413341158708
6786,16774085,Onyemauchechi,706.7601357664913,Portugal,Female,49,2,89074.66544843091,1,False,True,94621.80327835705,False,False,4,PLATINUM,207.59343110435748
5692,16582502,Kelly,625.3525887378831,Portugal,Male,38,0,91957.13657947921,1,False,False,167914.78775386713,False,False,2,PLATINUM,558.025501378475
8301,16749437,Kosovich,648.4783240814609,Portugal,Female,37,1,12461.499053413976,1,True,False,8105.871346346801,False,False,1,SILVER,469.33187318194297
5793,16741331,DeRose,540.0221997485736,Portugal,Female,38,2,163132.7746216502,0,False,True,206095.6773476149,False,False,4,GOLD,631.7863639401005
1768,16743014,Ignatieff,719.982186693983,Portugal,Female,22,4,3237.474660063061,2,True,True,69536.60080356446,False,False,3,SILVER,304.566387580681
5093,16767709,Francis,605.8276704120613,Portugal,Female,32,5,95912.60684252344,0,True,True,134937.57076432556,False,False,4,PLATINUM,1022.6285311785317
-185,16667537,Capon,724.4907932407243,Portugal,Male,40,4,8373.299563734823,2,False,True,91670.78867459043,False,False,4,DIAMOND,727.9729726111382
6131,16639370,Woods,756.8860737724275,Portugal,Male,31,4,105802.21888454177,1,True,True,21203.26870293025,False,False,3,DIAMOND,819.988041924923
1874,16761691,Uwakwe,723.3168040966542,Portugal,Female,43,3,-893.3010870913826,1,True,True,180898.66108928484,False,False,3,PLATINUM,842.6788448724108
4659,16751370,Ni,717.7327301621792,Portugal,Male,28,3,106416.20622076855,1,True,True,186854.19425988346,False,False,1,PLATINUM,414.6625667115383
8053,16708703,Zakharov,598.2370513615377,Portugal,Male,41,1,87875.19436637717,0,True,False,25965.622832636644,False,False,2,GOLD,549.5665335774578
6916,16762516,Grigoryeva,550.607273188808,Portugal,Male,47,4,94714.30254303066,0,False,False,98357.9742799057,True,True,2,GOLD,469.2852421839007
1733,16612737,Lee,645.5852540950568,Portugal,Male,34,1,4970.096210479286,1,False,False,174375.97980857812,False,False,1,PLATINUM,565.2893337757089
2725,16601586,Fu,779.2054561510906,Portugal,Female,27,3,-526.4877772955774,1,True,False,94397.34168442007,False,False,4,SILVER,284.0496309325699
8448,16785906,Brown,496.6980226528735,Portugal,Male,35,2,131311.88891643463,1,False,True,191558.68638092506,False,False,0,GOLD,537.9497240335755
7533,16730683,Korovin,598.6497923687026,Portugal,Male,42,10,-9996.434910805054,2,True,False,184706.6291390809,False,False,1,PLATINUM,207.93891290753007
4175,16738720,Marchesi,520.7942659954975,Portugal,Female,33,1,5392.009362798717,1,False,True,43345.688741048514,False,False,4,SILVER,536.6374047543699
7589,16749773,Shen,652.3458090928845,Portugal,Male,39,7,102448.00393869393,0,True,False,68040.62532723858,False,False,2,GOLD,614.1472714151804
3535,16693927,Herrin,760.9159792704,Portugal,Female,29,4,143808.31420368396,1,True,True,23683.588667883465,False,False,0,GOLD,550.576108607107
6664,16601912,Ma,465.3666677687272,Portugal,Female,39,6,134085.52463944355,1,False,True,207505.10924558155,False,False,1,SILVER,691.476084009169
9389,16654846,Ogg,757.2929702517522,Portugal,Male,31,2,143835.82262400928,1,False,True,206036.0954852692,False,False,5,PLATINUM,628.8674119331678
7740,16764668,Lewis,734.8158507704222,Portugal,Male,54,5,136934.4452789126,0,True,False,5629.501067503474,False,False,4,DIAMOND,458.51787445085273
1070,16746254,Genovese,858.7234046928105,Portugal,Female,35,0,156742.90981643257,1,True,True,57019.467323212266,False,False,1,PLATINUM,435.6014710324248
7305,16754525,Chukwujamuike,790.9715096611864,Portugal,Female,26,6,142943.56289495842,1,False,True,36156.80815111408,False,False,3,GOLD,717.5076870627087
2143,16801423,Olisanugo,658.2756592914164,Portugal,Male,45,0,132582.2477553243,1,True,False,193287.23922244937,True,True,1,DIAMOND,339.3771540536081
2262,16580367,Moore,605.9696707749558,Portugal,Male,41,5,4610.349829165675,2,False,True,136544.78554625076,False,False,3,SILVER,926.7536272323275
5818,16713509,Chikwendu,659.6385393022309,Portugal,Female,45,5,18020.15480169757,1,False,False,159460.33225349983,True,True,1,PLATINUM,918.626080339742
2738,16783246,Ogbonnaya,720.0308482155742,Portugal,Male,32,3,146917.96242186707,1,True,False,109446.2923636886,False,False,4,PLATINUM,355.43500324580526
3527,16673437,Gibson,638.5614297066234,Portugal,Female,25,7,-3736.4435587830226,2,True,True,156963.6618831943,False,False,3,DIAMOND,954.2399546140498
