RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
7588,18733520,Greenwood,508,Belgium,Female,32,6,65157.487545085125,1,False,True,94822.72043679631,True,False,3,DIAMOND,617.0996922953261
3800,18629568,Gallagher,566,Belgium,Female,37,0,58408.83492426322,0,True,True,72167.64922591511,True,False,3,PLATINUM,444.45920979298313
-616,18799802,T'ang,528,Belgium,Male,34,2,140607.75568588555,2,True,True,68704.90542809783,True,False,3,PLATINUM,250.4647416648144
6257,18607927,Bianchi,606,Belgium,Male,29,6,87550.92469205803,1,True,True,67257.16158569737,True,False,2,DIAMOND,445.4897915821936
8686,18646953,Napolitani,572,Belgium,Female,39,8,94266.11257460724,0,False,False,73528.03282046525,True,False,5,PLATINUM,533.2105232069097
8276,18811103,Lord,588,Belgium,Male,40,0,72622.52490702276,1,True,True,73295.42580796823,True,False,2,GOLD,350.3184989463504
4706,18611151,Williams,544,Belgium,Male,37,8,99355.96884628775,2,False,True,72291.85611781623,True,False,1,GOLD,639.0206762188898
7989,18761250,Fanucci,594,Belgium,Female,34,10,103303.87638079411,0,True,False,70382.62906315898,True,False,5,DIAMOND,522.6566526314808
2160,18574712,Lorenzo,620,Belgium,Female,38,1,97888.07431884392,3,True,True,124003.35328105754,True,False,4,GOLD,518.5627053438602
3166,18726540,Chukwukere,572,Belgium,Male,33,7,64983.674463473406,1,False,True,127659.4098098988,True,False,4,DIAMOND,622.4135923460581
5188,18536113,Fang,551,Belgium,Male,41,1,137942.89680519374,1,True,False,136990.82868829614,True,False,1,SILVER,350.1995002489252
6943,18734761,Cone,617,Belgium,Female,41,4,229216.3068608552,2,False,False,148101.43185561695,True,False,4,GOLD,298.0562740433769
11502,18634473,Yeh,635,Belgium,Male,34,10,33281.436125570224,0,True,True,120035.91082582503,True,False,3,DIAMOND,361.89153114772
9056,18759934,Nwora,609,Belgium,Female,40,3,148361.7028654547,0,True,False,136976.63181102774,True,False,2,SILVER,319.0568623000598
3814,18770823,Shen,566,Belgium,Male,41,0,188071.7435678559,2,True,False,144085.6884568662,True,False,0,PLATINUM,338.7567623598586
6394,18867895,Burns,525,Belgium,Male,34,8,120878.13356574796,1,True,True,173171.2512001219,True,True,3,PLATINUM,435.5444988321133
7880,18603128,Chidumaga,561,Belgium,Male,33,2,139167.83980825698,2,False,True,132889.4979696149,True,False,1,GOLD,441.6559669879964
7967,18815179,Ch'ien,602,Belgium,Male,30,4,153080.49573941293,1,True,True,133641.35475797107,True,False,2,PLATINUM,439.3481063064028
6337,18617736,Lo,496,Belgium,Male,37,9,127514.0727412832,3,True,True,146555.44197321613,True,True,0,GOLD,220.1921818811348
4862,18690389,Somadina,585,Belgium,Female,28,7,84897.91496269133,0,True,True,132869.74541501325,True,False,1,GOLD,541.7257890794601
7058,18755815,Tudawali,552,Belgium,Female,39,2,164314.60766247584,2,True,True,154989.49294349347,True,False,2,GOLD,355.65397074691924
4332,18691679,Sabbatini,608,Belgium,Female,36,7,149437.11228258675,2,False,True,135839.08503278322,True,False,2,SILVER,395.9471192926651
3976,18703450,Murphy,619,Belgium,Female,40,6,205024.9616381657,1,True,False,144251.2947444783,True,False,1,GOLD,432.0655261393144
8187,18640532,Fermin,572,Belgium,Female,37,3,82820.61755316296,1,True,False,154352.3777025073,True,False,2,GOLD,602.0983508045223
2557,18592101,McGuigan,613,Belgium,Male,39,8,150171.93566905463,2,True,False,134210.1771325593,True,False,1,GOLD,562.5806340581547
4734,18815394,Folliero,608,Belgium,Female,38,6,140906.87197339,0,True,False,181045.6004316826,True,True,5,SILVER,467.1408349336479
5897,18814019,Cantamessa,534,Belgium,Female,42,7,127220.08119179196,1,True,False,128865.57147414357,True,False,2,SILVER,457.7344782081949
10852,18809184,Blinova,611,Belgium,Female,41,7,83509.59014474368,1,True,False,132151.61703773256,True,True,1,GOLD,445.6635190622697
7227,18639576,Abdullah,437,Belgium,Female,28,1,51505.32524951181,1,True,False,140594.8554329607,True,True,4,PLATINUM,573.9878661270963
8291,18681893,Hawes,591,Belgium,Male,29,3,131928.9348070216,2,True,False,126512.4570170135,True,False,0,SILVER,395.35495008962187
5747,18680789,Boyle,677,Belgium,Male,41,1,41931.14372994639,2,True,True,153444.13355434733,True,False,1,GOLD,567.8560587606704
6070,18787914,Iweobiegbunam,642,Belgium,Male,27,7,103090.48237966094,2,True,True,131634.75145278178,True,False,1,PLATINUM,414.078528939423
6621,18733234,Lo Duca,566,Belgium,Male,31,9,66887.77237039445,1,True,True,130833.38654869284,True,False,1,GOLD,486.20075631337056
767,18709592,Dennis,572,Belgium,Male,37,4,14543.727010878538,1,True,False,117653.44501103747,True,False,5,SILVER,727.0051211490913
9465,18628890,Mackenzie,605,Belgium,Female,38,7,66231.56164162603,2,True,False,122427.53305357376,True,True,3,PLATINUM,504.2935461828047
5630,18613391,Robertson,544,Belgium,Male,38,4,137328.6506072552,1,True,False,164698.7642290842,True,False,5,PLATINUM,567.798097057206
10054,18647905,Ukaegbunam,566,Belgium,Male,37,8,173049.84343568163,1,True,False,132897.4524137064,True,False,4,DIAMOND,436.2482346155828
8699,18662625,Odinakachukwu,516,Belgium,Male,33,6,153289.50657968025,1,True,False,163930.3732116062,True,False,3,SILVER,522.5801309216683
2601,18742734,Chukwuraenye,657,Belgium,Female,29,3,100577.7581996938,0,True,True,132261.33655183492,True,False,3,DIAMOND,559.8847389943959
5622,18624533,Adamson,622,Belgium,Female,31,5,166603.72795005015,1,False,False,150256.12118728642,True,False,5,GOLD,465.2682475135297
8446,18704785,Capon,606,Belgium,Male,30,5,167073.0492869051,1,False,True,113474.49012206245,True,False,5,SILVER,348.9420939822492
4900,18723209,Tan,563,Belgium,Female,32,5,175283.03345693965,2,True,False,153244.28261095542,True,False,2,DIAMOND,273.22944782258185
6278,18800905,Napolitani,528,Belgium,Male,42,10,152381.43493557337,0,False,True,135623.44911161475,True,True,2,SILVER,681.5136060721638
6791,18527774,Watkins,594,Belgium,Male,33,5,123936.38710797968,0,True,False,137957.03320872385,True,False,0,GOLD,598.1940644736027
4373,18578549,Marsh,618,Belgium,Male,28,9,91327.09437543052,1,False,True,133077.8584224379,True,False,1,PLATINUM,612.7594935756076
4038,18840188,Dellucci,682,Belgium,Male,36,2,144490.49736791203,1,True,False,164389.78920499785,True,False,5,DIAMOND,597.1088882700327
3267,18666781,Clements,553,Belgium,Male,35,2,96250.1276971037,2,True,True,140833.04612789827,True,False,0,PLATINUM,642.5713329975815
8548,18824823,T'ao,500,Belgium,Male,37,5,119942.40409804996,1,True,False,133982.5286389836,True,False,5,GOLD,481.9518085482261
1989,18631613,Woods,471,Belgium,Male,35,4,88664.02725476396,1,True,False,131617.13937230318,True,False,4,SILVER,527.9927531038151
7569,18699890,Mazzanti,551,Belgium,Male,44,2,177716.44647087314,1,True,False,158824.43959149165,True,False,0,PLATINUM,442.1972469329124
8509,18632935,Igwebuike,595,Belgium,Female,37,6,72340.06788032565,1,True,False,131440.3673343353,True,False,2,SILVER,594.8556298824566
8646,18627963,Ho,535,Belgium,Female,37,9,167639.99932012951,0,True,True,148934.3556392275,True,False,1,DIAMOND,386.0523796180017
6017,18699219,Fiorentino,554,Belgium,Male,35,5,109358.49313271765,2,True,False,136461.2406341134,True,False,2,DIAMOND,535.8370113770692
8080,18533814,Iloerika,604,Belgium,Male,48,3,89102.65898367859,0,False,True,115330.5942221354,True,True,3,SILVER,483.0335947993219
6313,18666632,Fleming,625,Belgium,Male,46,2,134905.54527002844,2,True,True,125094.35276770282,True,False,0,PLATINUM,481.6363976971167
-1950,18663856,Lueck,497,Belgium,Male,36,2,161655.5923944604,2,True,True,160703.72113552626,True,False,1,PLATINUM,401.78760041058194
5734,18751837,Coles,573,Belgium,Male,35,0,162182.8895499465,1,False,True,142885.2499205854,True,False,3,PLATINUM,437.45517376527806
7191,18577750,Frolova,592,Belgium,Male,41,1,183059.61349651188,2,True,True,143893.5022967558,True,False,5,GOLD,531.1316158915195
2928,18580287,Allsop,544,Belgium,Female,34,6,128791.93109334196,2,True,True,146882.43450894955,True,False,2,DIAMOND,432.49726842664944
9878,18601099,Greco,568,Belgium,Male,34,4,138096.32945432817,1,False,True,117441.12396221812,True,True,0,PLATINUM,455.5998749099316
838,18589755,Scott,590,Belgium,Female,31,8,150488.6477441725,2,True,True,134498.58868967678,True,False,4,DIAMOND,277.0272264085199
4763,18600721,Andrews,660,Belgium,Female,32,7,107256.35538479152,2,True,False,134639.04844511338,True,False,1,SILVER,408.935078891132
423,18767106,Perkins,637,Belgium,Male,38,10,103565.25697392724,1,False,True,139829.15058127634,True,False,0,DIAMOND,471.5574558446528
4051,18591172,De Luca,612,Belgium,Male,33,4,86944.44178324234,2,True,True,137736.66138614388,True,False,4,SILVER,692.843172533237
2354,18698140,Wan,555,Belgium,Male,42,4,91790.58867523295,1,True,False,168443.6538513128,True,False,3,DIAMOND,587.1134411467084
4114,18703025,Somadina,641,Belgium,Male,44,4,135271.00323911518,0,False,False,143314.93398860603,True,False,1,PLATINUM,507.5422299751351
6893,18692235,Alexeyeva,573,Belgium,Female,40,9,123486.63821243512,2,True,False,164230.5869572744,True,False,6,DIAMOND,448.6122691565956
3079,18690381,Taylor,582,Belgium,Female,37,5,26521.02695141622,0,False,True,146229.1641821993,True,False,2,PLATINUM,314.07559017018497
1451,18608288,Hu,496,Belgium,Male,36,4,115125.66138558698,0,True,True,143333.8236599553,True,False,4,GOLD,318.18015288749285
10552,18834560,Green,669,Belgium,Male,34,3,87219.4576850119,0,True,False,156121.70229480608,True,True,2,DIAMOND,537.5736168468039
1296,18600136,Chinomso,574,Belgium,Female,32,5,136641.00222121913,0,True,True,114774.64560180386,True,False,2,PLATINUM,634.4803829986165
7478,18585315,Teague,709,Belgium,Female,33,7,208816.28226830225,0,False,True,129475.2337732481,True,False,0,PLATINUM,605.7757619866786
7342,18697243,Nkemakolam,655,Belgium,Male,42,7,55159.8355048343,1,True,True,143616.0081407139,True,False,2,GOLD,513.4890422740876
5271,18619327,Burns,572,Belgium,Male,30,4,68770.49781539157,1,True,False,129449.01179451734,True,False,5,PLATINUM,632.1163426766037
7395,18693618,Hung,532,Belgium,Female,42,6,144039.9542588622,0,True,True,150597.58121321126,True,True,4,DIAMOND,444.0443733822044
4124,18738510,Wang,583,Belgium,Female,40,8,105734.8888037358,1,False,True,120322.1196805535,True,True,1,DIAMOND,529.7259278598012
2919,18710744,Fiorentini,557,Belgium,Male,29,7,121331.25176118592,1,True,True,162262.9456899713,True,False,4,GOLD,474.6004644217599
2181,18617067,Chidozie,597,Belgium,Male,34,1,131684.45831221173,0,True,True,128406.51345694296,True,False,4,PLATINUM,365.594059360001
5634,18709200,Huang,541,Belgium,Female,38,5,152182.01911057375,1,True,False,147954.51145933277,True,False,4,PLATINUM,464.2119061592538
9348,18808281,Douglas,554,Belgium,Male,42,4,176518.37437415836,3,True,False,138912.75264895332,True,True,3,DIAMOND,378.51398686101993
6210,18651100,Davidson,622,Belgium,Male,34,0,167217.54031688604,0,False,True,125056.33208079108,True,False,5,SILVER,520.1198176338467
1021,18654086,Rossi,534,Belgium,Female,33,7,91413.56174598544,1,True,False,139374.4223676136,True,False,2,GOLD,537.211261889978
4802,18708974,Ramos,558,Belgium,Male,42,4,16886.42844095328,3,True,True,140107.43600742586,True,True,1,GOLD,461.7489106691179
10737,18695157,Onyekachukwu,607,Belgium,Female,35,3,72129.36490523504,0,False,False,139667.24809831844,True,False,4,SILVER,467.6067387504985
4903,18561477,Kerr,579,Belgium,Male,31,4,89065.8645265555,2,True,True,142833.6321027164,True,True,3,DIAMOND,640.4231924186703
5859,18601876,Chizuoke,613,Belgium,Male,38,-1,35863.237945904446,0,True,True,155364.28319965952,True,False,0,SILVER,640.6231486150233
7317,18593053,Akhtar,507,Belgium,Female,44,1,52736.64006234231,1,False,False,131320.06484089748,True,True,3,DIAMOND,588.1868115691872
9130,18658360,Barling,589,Belgium,Female,33,6,116622.9503744983,2,False,False,143479.45122504453,True,False,4,SILVER,358.0051791914454
6377,18671104,Otutodilichukwu,557,Belgium,Male,34,7,43706.59200471773,1,True,True,147361.93319100846,True,True,2,DIAMOND,240.8641053999605
4251,18799858,Chiekwugo,620,Belgium,Male,37,7,157751.5097472526,2,True,False,148170.07812695473,True,False,4,DIAMOND,389.68045193131127
1682,18675941,Pirozzi,635,Belgium,Male,43,3,132528.5765641511,1,True,True,120870.82049165308,True,False,1,GOLD,374.77534338120745
3565,18624150,Fan,630,Belgium,Male,36,2,120484.66173013712,1,False,True,144667.57235047463,True,False,2,GOLD,486.0957704333757
3615,18749895,Browne,613,Belgium,Male,37,9,96613.856413294,1,True,True,129793.87497043946,True,False,3,GOLD,666.8204338956533
6902,18660086,Mills,602,Belgium,Female,29,0,91329.8383701742,0,True,False,116782.59380208972,True,False,1,DIAMOND,469.6368942208812
9624,18816602,Wei,564,Belgium,Female,40,0,138836.28077278976,0,True,True,145718.5499939387,True,False,0,DIAMOND,338.38215170695054
6071,18595307,Foster,595,Belgium,Female,43,1,42701.1406213888,1,False,True,120976.711477188,True,True,4,GOLD,650.2165518764834
7365,18694802,Chiazagomekpere,597,Belgium,Female,37,0,144523.32822766498,1,True,False,132304.67739642202,True,False,2,SILVER,556.1696691631255
11265,18728683,Udinesi,536,Belgium,Male,33,11,89708.4926334243,1,False,True,175645.69099773862,True,False,1,DIAMOND,637.4480537755546
255,18653998,Hawkins,627,Belgium,Female,37,2,138132.0532428198,1,False,True,128457.73048594195,True,False,3,PLATINUM,167.797050000916
5758,18677871,Manna,689,Belgium,Female,40,7,204301.6335490432,0,True,False,146408.33001438846,True,True,0,PLATINUM,253.6612436155293
